Distrito ,parlamentario/a,coalición ,partido político ,votos obtenidos,% obtenido ,año elección ,región 
12[d],Arturo Squella Ovalle,Coalición por el Cambio,UDI,30 108,"24,75 %",2009,
12[d],Marcelo Schilling Rodríguez,Concertación y Juntos Podemos,PS,24 124,"19,83 %",2009,
13[d],Aldo Cornejo Gonález,Concertación y Juntos Podemos,DC,40 582,"31,04 %",2009,
13[d],Joaquín Godoy Ibáñez,Coalición por el Cambio,RN,38 183,"29,20 %",2009,
14[d],Rodrigo González Torres,Concertación y Juntos Podemos,PPD,41 168,"25,89 %",2009,
14[d],Edmundo Eluchans Urenda,Coalición por el Cambio,UDI,45 829,"28,82 %",2009,
15[d],Víctor Torres Jeldes,Concertación y Juntos Podemos,DC,18 102,"21,11 %",2009,
15[d],María José Hoffmann Opazo,Coalición por el Cambio,UDI,20 585,"24,00 %",2009,
16[d],Gabriel Silber Romo,Concertación y Juntos Podemos,DC,48 333,"29,39 %",2009,
16[d],Patricio Melero Abaroa,Coalición por el Cambio,UDI,58 306,"35,45 %",2009,
17[d],Karla Rubilar Barahona,Coalición por el Cambio,RN,46 572,"33,15 %",2009,
17[d],María Antonieta Saa Díaz,Concertación y Juntos Podemos,PPD,45 798,"32,60 %",2009,
18[d],Cristina Girardi Lavín,Concertación y Juntos Podemos,PPD,51 669,"34,35 %",2009,
18[d],Nicolás Monckeberg Díaz,Coalición por el Cambio,RN,40 782,"27,11 %",2009,
19[d],Patricio Hales Dib,Concertación y Juntos Podemos,PPD,39 126,"38,12 %",2009,
19[d],Claudia Nogueira Fernández,Coalición por el Cambio,UDI,38 297,"37,31 %",2009,
20[d],Pepe Auth Stewart,Concertación y Juntos Podemos,PPD,49 981,"20,70 %",2009,
20[d],Mónica Zalaquett Said,Coalición por el Cambio,UDI,56 168,"23,26 %",2009,
21[d],Jorge Burgos Varela,Concertación y Juntos Podemos,DC,52 982,"29,79 %",2009,
21[d],Marcela Sabat Fernández,Coalición por el Cambio,RN,48 732,"27,40 %",2009,
22[d],Felipe Harboe Bascuñán,Concertación y Juntos Podemos,PPD,42 060,"38,66 %",2009,
22[d],Alberto Cardemil Herrera,Coalición por el Cambio,RN,38 949,"35,80 %",2009,
23[d],Ernesto Silva Méndez,Coalición por el Cambio,UDI,60 272,"27,95 %",2009,
23[d],Cristián Monckeberg Bruner,Coalición por el Cambio,RN,77 484,"35,93 %",2009,
24[d],Enrique Accorsi Opazo,Concertación y Juntos Podemos,PPD,31 383,"23,19 %",2009,
24[d],María Angélica Cristi Marfil,Coalición por el Cambio,UDI,44 969,"33,24 %",2009,
25[d],Ximena Vidal Lázaro,Concertación y Juntos Podemos,PPD,43 794,"30,81 %",2009,
25[d],Felipe Salaberry Soto,Coalición por el Cambio,UDI,28 444,"20,01 %",2009,
26[d],Carlos Montes Cisternas,Concertación y Juntos Podemos,PS,71 173,"50,44 %",2009,
26[d],Gustavo Hasbún Selume,Coalición por el Cambio,UDI,36 438,"25,82 %",2009,
27[d],Tucapel Jiménez Fuentes,Concertación y Juntos Podemos,PPD,47 765,"31,89 %",2009,
27[d],Iván Moreira Barros,Coalición por el Cambio,UDI,53 683,"35,84 %",2009,
28[d],Guillermo Teillier del Valle,Concertación y Juntos Podemos,PCCh,49 040,"33,52 %",2009,
28[d],Pedro Browne Urrejola,Coalición por el Cambio,RN,31 882,"21,79 %",2009,
29[d],Osvaldo Andrade Lara,Concertación y Juntos Podemos,PS,55 152,"29,88 %",2009,
29[d],Leopoldo Pérez Lahsen,Coalición por el Cambio,RN,45 464,"24,63 %",2009,
30[d],Ramón Farías Ponce,Concertación y Juntos Podemos,PPD,29 335,"19,27 %",2009,
30[d],José Antonio Kast Rist,Coalición por el Cambio,UDI,53 423,"35,10 %",2009,
31[d],Denise Pascal Allende,Concertación y Juntos Podemos,PS,52 763,"32,23 %",2009,
31[d],Gonzalo Uriarte Herrera,Coalición por el Cambio,UDI,60 833,"37,16 %",2009,
32[d],Juan Luis Castro González,Concertación y Juntos Podemos,PS,27 772,"30,76 %",2009,
32[d],Alejandro García-Huidobro,Coalición por el Cambio,UDI,31 346,"34,71 %",2009,
33[d],Ricardo Rincón González,Concertación y Juntos Podemos,DC,38 057,"32,45 %",2009,
33[d],Eugenio Bauer Jouanne,Coalición por el Cambio,UDI,26 504,"22,60 %",2009,
34[d],Alejandra Sepúlveda Orbenes,Chile Limpio. Vote Feliz,PRI,42 771,"45,55 %",2009,
34[d],Javier Macaya Danús,Coalición por el Cambio,UDI,17 130,"18,24 %",2009,
35[d],Juan Carlos Latorre Carmona,Concertación y Juntos Podemos,DC,30 300,"38,83 %",2009,
35[d],Ramón Barros Montero,Coalición por el Cambio,UDI,29 622,"37,96 %",2009,
36[d],Roberto León Ramírez,Concertación y Juntos Podemos,DC,51 476,"42,93 %",2009,
36[d],Celso Morales Muñoz,Coalición por el Cambio,UDI,35 732,"29,80 %",2009,
37[d],Sergio Aguiló Melo,Concertación y Juntos Podemos,PS,31 649,"37,69 %",2009,
37[d],Germán Verdugo Soto,Coalición por el Cambio,RN,32 864,"39,14 %",2009,
38[d],Pablo Lorenzini Basso,Concertación y Juntos Podemos,DC,29 320,"38,32 %",2009,
38[d],Pedro Pablo Álvarez-Salamanca Ramírez,Coalición por el Cambio,Ind-UDI,15 844,"20,71 %",2009,
39[d],Jorge Tarud Daccarett,Concertación y Juntos Podemos,PPD,38 626,"46,26 %",2009,
39[d],Romilio Gutiérrez Pino,Coalición por el Cambio,UDI,22 487,"26,93 %",2009,
40[d],Guillermo Ceroni Fuentes,Concertación y Juntos Podemos,PPD,32 643,"44,75 %",2009,
40[d],Ignacio Urrutia Bonilla,Coalición por el Cambio,UDI,19 323,"26,49 %",2009,
41[d],Carlos Abel Jarpa Wevar,Concertación y Juntos Podemos,PRSD,24 093,"19,12 %",2009,
41[d],Rosauro Martínez Labbé,Coalición por el Cambio,RN,42 385,"33,64 %",2009,
42[d],Jorge Sabag Villalobos,Concertación y Juntos Podemos,DC,32 174,"28,59 %",2009,
42[d],Frank Sauerbaum Muñoz,Coalición por el Cambio,RN,22 861,"20,33 %",2009,
43[d],Cristián Campos Jara,Concertación y Juntos Podemos,PPD,33 622,"31,35 %",2009,
43[d],Jorge Ulloa Aguillón,Coalición por el Cambio,UDI,30 309,"28,26 %",2009,
44[d],José Miguel Ortiz Novoa,Concertación y Juntos Podemos,DC,45 379,"27,04 %",2009,
44[d],Enrique van Rysselberghe Herrera,Coalición por el Cambio,UDI,44 735,"26,65 %",2009,
45[d],Clemira Pacheco Rivas,Concertación y Juntos Podemos,PS,38 379,"33,80 %",2009,
45[d],Sergio Bobadilla Muñoz,Coalición por el Cambio,UDI,29 272,"25,78 %",2009,
46[d],Iván Norambuena Farías,Coalición por el Cambio,UDI,34 852,"35,77 %",2009,
46[d],Manuel Monsalve Benavides,Concertación y Juntos Podemos,PS,30 360,"31,16 %",2009,
47[d],José Pérez Arriagada,Concertación y Juntos Podemos,PRSD,46 606,"33,80 %",2009,
47[d],Juan Lobos Krause,Coalición por el Cambio,UDI,51 937,"37,67 %",2009,
48[d],Mario Venegas Cárdenas,Concertación y Juntos Podemos,DC,20 102,"29,80 %",2009,
48[d],Gonzalo Arenas Hodar,Coalición por el Cambio,UDI,17 223,"25,54 %",2009,
49[d],Fuad Chahín Valenzuela,Concertación y Juntos Podemos,DC,20 212,"30,26 %",2009,
49[d],Enrique Estay Peñaloza,Coalición por el Cambio,UDI,16 009,"23,97 %",2009,
50[d],René Saffirio Espinoza,Concertación y Juntos Podemos,DC,37 017,"30,83 %",2009,
50[d],Germán Becker Alvear,Coalición por el Cambio,RN,33 785,"28,14 %",2009,
51[d],Joaquín Tuma Zedán,Concertación y Juntos Podemos,PPD,16 327,"24,36 %",2009,
51[d],José Manuel Edwards Silva,Coalición por el Cambio,RN,11 275,"16,82 %",2009,
52[d],Fernando Meza Moncada,Concertación y Juntos Podemos,PRSD,22 116,"32,72 %",2009,
52[d],René Manuel García García,Coalición por el Cambio,RN,20 726,"30,66 %",2009,
53[d],Alfonso de Urresti Longton,Concertación y Juntos Podemos,PS,32 433,"38,71 %",2009,
53[d],Roberto Delmastro Naso,Coalición por el Cambio,RN,25 360,"30,27 %",2009,
54[d],Enrique Jaramillo Becker,Concertación y Juntos Podemos,PPD,29 004,"37,43 %",2009,
54[d],Gastón von Mühlenbrock Zamora,Coalición por el Cambio,UDI,19 978,"25,78 %",2009,
55[d],Sergio Ojeda Uribe,Concertación y Juntos Podemos,DC,23 623,"30,44 %",2009,
55[d],Javier Hernández Hernández,Coalición por el Cambio,UDI,22 108,"28,49 %",2009,
56[d],Fidel Espinoza Sandoval,Concertación y Juntos Podemos,PS,39 245,"51,30 %",2009,
56[d],Carlos Rencodo Lavanderos,Coalición por el Cambio,UDI,18 792,"24,57 %",2009,
57[d],Patricio Vallespin López,Concertación y Juntos Podemos,DC,33 782,"38,60 %",2009,
57[d],Marisol Turres Figueroa,Coalición por el Cambio,UDI,28 552,"32,62 %",2009,
58[d],Gabriel Ascencio Mansilla,Concertación y Juntos Podemos,DC,17 457,"23,10 %",2009,
58[d],Alejandro Santana Tirachini,Coalición por el Cambio,RN,27 098,"35,86 %",2009,
59[d],René Alinco Bustos,Concertación y Juntos Podemos,PPD,9381,"22,90 %",2009,
59[d],David Sandoval Plaza,Coalición por el Cambio,UDI,12 902,"31,50 %",2009,
60[d],Carolina Goic Boroevic,Concertación y Juntos Podemos,DC,22 498,"34,00 %",2009,
60[d],Miodrag Marinovic Solo De Zaldívar,IND,Ind.,17 512,"26,47 %",2009,
1[d],Luis Rocafull López,Nueva Mayoría,PS,15 064,"22,42 %",2013,
1[d],Vlado Mirosevic Verdugo,"Si tú quieres, Chile cambia",PL,14 301,"21,28 %",2013,
2[d],Hugo Gutiérrez Gálvez,Nueva Mayoría,PCCh,23 238,"28,79 %",2013,
2[d],Renzo Trisotti Martínez,Alianza,UDI,20 818,"25,80 %",2013,
3[d],Marcos Espinosa Monardes,Nueva Mayoría,PRSD,16 877,"27,87 %",2013,
3[d],Felipe Ward Edwards,Alianza,UDI,14 604,"24,12 %",2013,
4[d],Marcela Hernando Pérez,Nueva Mayoría,PRSD,27 226,"25,98 %",2013,
4[d],Paulina Núñez Urrutia,Alianza,RN,20 565,"19,63 %",2013,
5[d],Lautaro Carmona Soto,Nueva Mayoría,PCCh,23 293,"41,90 %",2013,
5[d],Daniella Cicardini Milla,Nueva Mayoría,Ind-PS,13 382,"24,07 %",2013,
6[d],Yasna Provoste Campillay,Nueva Mayoría,DC,16 694,"43,91 %",2013,
6[d],Alberto Robles Pantoja,Nueva Mayoría,PRSD,5055,"13,30 %",2013,
7[d],Raúl Saldívar Auger,Nueva Mayoría,PS,25 764,"29,91 %",2013,
7[d],Sergio Gahona Salazar,Alianza,UDI,20 507,"23,80 %",2013,
8[d],Matías Walker Prieto,Alianza,DC,38 573,"38,51 %",2013,
8[d],Daniel Núñez Arancibia,Nueva Mayoría,PCCh,13 394,"13,37 %",2013,
9[d],Luis Lemus Aracena,Nueva Mayoría,PS,23 802,"43,78 %",2013,
9[d],Jorge Insunza Gregorio de Las Heras[nota 2],Nueva Mayoría,PPD,15 474,"28,46 %",2013,
10[d],Andrea Molina Oliva,Alianza,UDI,40 790,"33,52 %",2013,
10[d],Christián Urízar Muñoz,Nueva Mayoría,PS,31 353,"25,76 %",2013,
11[d],Marco Antonio Núñez Lozano,Nueva Mayoría,PPD,48 097,"48,98 %",2013,
11[d],Gaspar Rivas Sánchez,Alianza,RN,23 826,"24,26 %",2013,
12[d],Arturo Squella Ovalle,Nueva Mayoría,UDI,32 570,"27,98 %",2013,
12[d],Marcelo Schilling Rodríguez,Alianza,PS,29 198,"25,08 %",2013,
13[d],Aldo Cornejo González,Nueva Mayoría,DC,34 406,"29,69 %",2013,
13[d],Joaquín Godoy Ibáñez,Alianza,RN,24 987,"21,56 %",2013,
14[d],Rodrigo González Torres,Nueva Mayoría,PPD,40 303,"28,04 %",2013,
14[d],Osvaldo Urrutia Soto,Alianza,UDI,38 005,"26,44 %",2013,
15[d],Víctor Torres Jeldes,Nueva Mayoría,DC,27 561,"35,89 %",2013,
15[d],María José Hoffmann Opazo,Alianza,UDI,21 870,"28,48 %",2013,
16[d],Gabriel Silber Romo,Nueva Mayoría,DC,64 696,"38,60 %",2013,
16[d],Patricio Melero Abaroa,Alianza,UDI,39 449,"23,54 %",2013,
17[d],Karla Rubilar Barahona,Alianza,RN,35 402,"27,33 %",2013,
17[d],Daniel Farcas Guendelman,Nueva Mayoría,PPD,32 467,"25,06 %",2013,
18[d],Cristina Girardi Lavín,Nueva Mayoría,PPD,61 874,"45,50 %",2013,
18[d],Nicolás Monckeberg Díaz,Alianza,RN,39 100,"28,75 %",2013,
19[d],Karol Cariola Oliva,Nueva Mayoría,PCCh,35 706,"38,40 %",2013,
19[d],Claudia Nogueira Fernández,Alianza,UDI,23 391,"25,16 %",2013,
20[d],Pepe Auth Stewart,Nueva Mayoría,PPD,82 856,"33,77 %",2013,
20[d],Joaquín Lavín León,Alianza,UDI,58 180,"23,71 %",2013,
21[d],Maya Fernández Allende,Nueva Mayoría,PS,58 186,"31,30 %",2013,
21[d],Marcela Sabat Fernández,Alianza,RN,53 135,"28,58 %",2013,
22[d],Giorgio Jackson Drago,Fuera de Pacto,Ind,55 259,"48,17 %",2013,
22[d],Felipe Kast Sommerhoff,Alianza,Ind-RN,22 431,"19,55 %",2013,
23[d],Cristián Monckeberg Bruner,Alianza,RN,77 952,"34,63 %",2013,
23[d],Ernesto Silva Méndez,Alianza,UDI,76 522,"34,00 %",2013,
24[d],Jaime Pilowsky Greene,Nueva Mayoría,DC,27 072,"20,71 %",2013,
24[d],José Antonio Kast Rist,Alianza,UDI,24 471,"18,72 %",2013,
25[d],Ramón Farías Ponce,Nueva Mayoría,PPD,40 278,"30,61 %",2013,
25[d],Claudio Arriagada Macaya,Nueva Mayoría,DC,36 410,"27,67 %",2013,
26[d],Camila Vallejo Dowling,Nueva Mayoría,PCCh,62 751,"43,71 %",2013,
26[d],Gustavo Hasbún Selume,Alianza,UDI,34 819,"24,26 %",2013,
27[d],Tucapel Jiménez Fuentes,Nueva Mayoría,PPD,45 523,"33,51 %",2013,
27[d],Daniel Melo Contreras,Nueva Mayoría,PS,34 201,"25,18 %",2013,
28[d],Guillermo Teillier del Valle,Nueva Mayoría,PCCh,53 374,"41,03 %",2013,
28[d],Pedro Browne Urrejola,Alianza,RN,21 978,"16,90 %",2013,
29[d],Osvaldo Andrade Lara,Nueva Mayoría,PS,61 191,"31,01 %",2013,
29[d],Leopoldo Pérez Lahsen,Alianza,RN,46 500,"23,57 %",2013,
30[d],Leonardo Soto Ferrada,Nueva Mayoría,PS,36 618,"25,11 %",2013,
30[d],Jaime Bellolio Avaria,Alianza,UDI,32 223,"22,10 %",2013,
31[d],Denise Pascal Allende,Nueva Mayoría,PS,66 747,"42,97 %",2013,
31[d],Juan Antonio Coloma Álamos,Alianza,UDI,31 393,"20,21 %",2013,
32[d],Juan Luis Castro González,Nueva Mayoría,PS,35 158,"41,13 %",2013,
32[d],Issa Kort Garriga,Alianza,UDI,18 812,"22,01 %",2013,
33[d],Ricardo Rincón González,Nueva Mayoría,DC,48 114,"45,17 %",2013,
33[d],Felipe Letelier Norambuena,Nueva Mayoría,PPD,14 809,"13,90 %",2013,
34[d],Alejandra Sepúlveda Orbenes,Fuera de Pacto,Ind,35 012,"42,16 %",2013,
34[d],Javier Macaya Danús,Alianza,UDI,21 979,"26,47 %",2013,
35[d],Ramón Barros Montero,Alianza,UDI,20 723,"32,17 %",2013,
35[d],Sergio Espejo Yaksic,Nueva Mayoría,DC,16 869,"26,19 %",2013,
36[d],Roberto León Ramírez,Nueva Mayoría,DC,48 374,"42,90 %",2013,
36[d],Celso Morales Espinosa,Alianza,UDI,30 117,"26,71 %",2013,
37[d],Sergio Aguiló Melo,Nueva Mayoría,IC,22 611,"26,78 %",2013,
37[d],Germán Verdugo Soto,Alianza,RN,22 037,"26,10 %",2013,
38[d],Pablo Lorenzini Basso,Nueva Mayoría,DC,28 849,"40,57 %",2013,
38[d],Pedro Álvarez-Salamanca Ramírez,Alianza,UDI,17 716,"24,91 %",2013,
39[d],Jorge Tarud Daccarett,Nueva Mayoría,PPD,29 601,"38,53 %",2013,
39[d],Romilio Gutiérrez Pino,Alianza,UDI,23 526,"30,62 %",2013,
40[d],Guillermo Ceroni Fuentes,Nueva Mayoría,PPD,19 509,"29,44 %",2013,
40[d],Ignacio Urrutia Bonilla,Alianza,UDI,14 773,"22,29 %",2013,
41[d],Carlos Abel Jarpa Wevar,Nueva Mayoría,PRSD,37 882,"32,85 %",2013,
41[d],Rosauro Martínez Labbé,Alianza,RN,36 014,"31,23 %",2013,
42[d],Jorge Sabag Villalobos,Nueva Mayoría,DC,45 044,"45,87 %",2013,
42[d],Loreto Carvajal Ambiado,Nueva Mayoría,PPD,18 744,"19,09 %",2013,
43[d],Cristián Campos Jara,Nueva Mayoría,PPD,29 771,"30,92 %",2013,
43[d],Jorge Ulloa Aguillón,Alianza,UDI,25 651,"26,64 %",2013,
44[d],José Miguel Ortiz Novoa,Nueva Mayoría,DC,59 861,"36,98 %",2013,
44[d],Enrique van Rysselberghe Herrera,Alianza,UDI,40 721,"25,16 %",2013,
45[d],Clemira Pacheco Rivas,Nueva Mayoría,PS,42 711,"41,59 %",2013,
45[d],Marcelo Chávez Velásquez,Nueva Mayoría,DC,17 131,"16,68 %",2013,
46[d],Manuel Monsalve Benavides,Alianza,PS,33 688,"38,24 %",2013,
46[d],Iván Norambuena Farías,Alianza,UDI,30 806,"34,97 %",2013,
47[d],José Pérez Arriagada,Nueva Mayoría,PRSD,53 539,"43,41 %",2013,
47[d],Roberto Poblete Zapata,Nueva Mayoría,Ind-PS,15 826,"12,83 %",2013,
48[d],Mario Venegas Cárdenas,Nueva Mayoría,DC,22 641,"36,43 %",2013,
48[d],Jorge Rathgeb Schifferli,Alianza,RN,16 449,"26,47 %",2013,
49[d],Fuad Chahín Valenzuela,Nueva Mayoría,DC,26 584,"43,65 %",2013,
49[d],Diego Paulsen Kehr,Alianza,RN,16 017,"26,30 %",2013,
50[d],René Saffirio Espinoza,Nueva Mayoría,DC,44 111,"36,83 %",2013,
50[d],Germán Becker Alvear,Alianza,RN,40 011,"33,41 %",2013,
51[d],Joaquín Tuma Zedan,Nueva Mayoría,PPD,22 191,"36,61 %",2013,
51[d],José Manuel Edwards Silva,Alianza,RN,19 445,"32,08 %",2013,
52[d],Fernando Meza Moncada,Nueva Mayoría,PRSD,19 375,"31,98 %",2013,
52[d],René Manuel García García,Alianza,RN,14 372,"23,73 %",2013,
53[d],Iván Flores García,Nueva Mayoría,DC,29 366,"36,24 %",2013,
53[d],Bernardo Berger Fett,Alianza,RN,20 836,"25,71 %",2013,
54[d],Enrique Jaramillo Becker,Nueva Mayoría,PPD,34 438,"49,88 %",2013,
54[d],Gonzalo Fuenzalida Figueroa,Alianza,RN,13 650,"19,71 %",2013,
