Distrito;Candidato;Partido;Pacto;Votos;%;Resultado;Año
42;Carlos Cortes Fuentes;ILE;Chile 2000;4706;4,63%;;1997
42;Esteban Sanhueza Debelli;PCCh;La Izquierda;3281;3,23%;;1997
42;Paula Lazo Riveros;PH;Partido Humanista;2266;2,23%;;1997
43;Jorge Ulloa Aguillón;UDI;Unión por Chile;31373;32,94%;Diputado;1997
43;Víctor Jeame Barrueto;PPD;Concertación por la Democracia;30842;32,38%;Diputado;1997
43;Ariel Duffau Gálvez;PDC;Concertación por la Democracia;19793;20,78%;;1997
43;Gorky Díaz Medina;PCCh;La Izquierda;7040;7,39%;;1997
43;Guacolda Valenzuela Sandoval;RN;Unión por Chile;2823;2,96%;;1997
43;Ximena Garrido Olmedo;PH;Partido Humanista;2277;2,39%;;1997
43;Domingo Montecinos Osses;ILD;La Izquierda;1099;1,15%;;1997
44;José Miguel Ortiz Novoa;PDC;Concertación por la Democracia;41499;30,74%;Diputado;1997
44;Enrique van Rysselberghe Varela;UDI;Unión por Chile;34609;25,64%;Diputado;1997
44;Martita Worner Tapia;PPD;Concertación por la Democracia;32135;23,81%;;1997
44;Iván Eliseo Quintana Miranda;PCCh;La Izquierda;11280;8,36%;;1997
44;Juan Eduardo King Caldichoury;RN;Unión por Chile;10253;7,60%;;1997
44;Luis Álvarez Michea;PH;Partido Humanista;2622;1,94%;;1997
44;Viviana Chirino Fernández;PH;Partido Humanista;2585;1,92%;;1997
45;Alejandro Navarro Brain;PS;Concertación por la Democracia;33949;35,98%;Diputado;1997
45;Edmundo Salas de la Fuente;PDC;Concertación por la Democracia;31316;33,19%;Diputado;1997
45;Robinson Alveal Fuentealba;UDI;Unión por Chile;10142;10,75%;;1997
45;Magdalena Garces Luengo;PCCh;La Izquierda;5877;6,23%;;1997
45;Alejandro Pinto Ortega;RN;Unión por Chile;5528;5,86%;;1997
45;Héctor Aguilera Velásquez;ILD;La Izquierda;4105;4,35%;;1997
45;Rubén Villablanca Muñoz;PH;Partido Humanista;3435;3,64%;;1997
46;Claudio Medina Briones;PH;Partido Humanista;2558;3,33%;;1997
46;Haroldo Fossa Rojas;RN;Unión por Chile;11409;14,83%;Diputado;1997
46;Alejandro Sáez Iglesias;UDI;Unión por Chile;10298;13,39%;;1997
46;Jaime Rocha Manrique;PRSD;Concertación por la Democracia;23661;30,76%;Diputado;1997
46;Ricardo Brodsky Baudet;PPD;Concertación por la Democracia;15047;19,56%;;1997
46;Víctor Hugo Tiznado Césped;PCCh;La Izquierda;13955;18,14%;;1997
47;Aída Caniu Trabol;PH;Partido Humanista;2530;2,10%;;1997
47;Robinson Rioseco Hahn;PH;Partido Humanista;1676;1,39%;;1997
47;Víctor Pérez Varela;UDI;Unión por Chile;43640;36,28%;Diputado;1997
47;Carlos Azócar Manríquez;ILB;Unión por Chile;6801;5,65%;;1997
47;Joel Arriagada González;PDC;Concertación por la Democracia;26995;22,44%;;1997
47;José Pérez Arriagada;PRSD;Concertación por la Democracia;29311;24,37%;Diputado;1997
47;Jorge Rodríguez Carrillo;PCCh;La Izquierda;6158;5,12%;;1997
47;Patricio Badilla Cofré;UCCP;Chile 2000;3166;2,63%;;1997
48;Luis Monge Sánchez;ILB;Unión por Chile;17454;27,92%;Diputado;1997
48;Edmundo Villouta Concha;PDC;Concertación por la Democracia;15299;24,47%;Diputado;1997
48;Pepe Auth Stewart;PPD;Concertación por la Democracia;13823;22,11%;;1997
48;Francisco Bayo Veloso;RN;Unión por Chile;12054;19,28%;;1997
48;Domingo Marileo Toledo;PCCh;La Izquierda;3109;4,97%;;1997
48;Nicole Thuillier Lepeley;PH;Partido Humanista;785;1,26%;;1997
49;Freddy Díaz Retamal;PH;Partido Humanista;655;1,15%;;1997
49;Gregorio Correa de la Maza;ILB;Unión por Chile;5702;10,03%;;1997
49;José Antonio Galilea Vidaurre;RN;Unión por Chile;13596;23,93%;Diputado;1997
49;Jaime Quintana Leal;PPD;Concertación por la Democracia;13216;23,26%;;1997
49;Miguel Hernández Saffirio;PDC;Concertación por la Democracia;20208;35,56%;Diputado;1997
49;Juan Catalán Lincoleo;PCCh;La Izquierda;1455;2,56%;;1997
49;Antonio Inostroza Segura;PCCh;La Izquierda;917;1,61%;;1997
49;Orwal Casanova Cameron;ILE;Chile 2000;1076;1,89%;;1997
50;Ximena Aguilera Bernedo;PH;Partido Humanista;1631;1,65%;;1997
50;José García Ruminot;RN;Unión por Chile;35388;35,73%;Diputado;1997
50;Julia Carreño Estay;UDI;Unión por Chile;1680;1,70%;;1997
50;Elías Amar Amar;PS;Concertación por la Democracia;8205;8,28%;;1997
50;Francisco Huenchumilla Jaramillo;PDC;Concertación por la Democracia;48028;48,49%;Diputado;1997
50;Óscar Muñoz Salgado;ILD;La Izquierda;1500;1,51%;;1997
50;Pedro Soto Mancilla;PCCh;La Izquierda;2617;2,64%;;1997
51;Eduardo Díaz del Río;SUR;Unión por Chile;20813;33,75%;Diputado;1997
51;Teodoro Ribera Neumann;RN;Unión por Chile;15166;24,60%;;1997
51;Eugenio Tuma Zedan;PPD;Concertación por la Democracia;12840;20,82%;Diputado;1997
51;Luis Campos Leal;PDC;Concertación por la Democracia;10426;16,91%;;1997
51;América Painemal Morales;PCCh;La Izquierda;1190;1,93%;;1997
51;José Millapi Cea;PH;Partido Humanista;810;1,31%;;1997
51;Mauricio Teillier Del Valle;PCCh;La Izquierda;416;0,67%;;1997
52;René Manuel García García;RN;Unión por Chile;24752;45,57%;Diputado;1997
52;Mario Acuña Cisternas;PDC;Concertación por la Democracia;18142;33,40%;Diputado;1997
52;Jorge Romero Fuentes;PS;Concertación por la Democracia;5667;10,43%;;1997
52;Mariana Córdova Salazar;UDI;Unión por Chile;2990;5,51%;;1997
52;Sergio San Martín Muñoz;PCCh;La Izquierda;1427;2,63%;;1997
52;Minerva Vargas González;PH;Partido Humanista;1336;2,46%;;1997
53;Ajessica Lobos Momberg;PH;Partido Humanista;2027;2,83%;;1997
53;Raúl Alcaíno Espinoza;ILB;Unión por Chile;10837;15,14%;;1997
53;Roberto Delmastro Naso;ILB;Unión por Chile;15332;21,42%;Diputado;1997
53;Exequiel Silva Ortiz;PDC;Concertación por la Democracia;26100;36,46%;Diputado;1997
53;Víctor Monreal Soto;PS;Concertación por la Democracia;14413;20,14%;;1997
53;Carlos Hernán Zúñiga Ojeda;PCCh;La Izquierda;2870;4,01%;;1997
54;Carlos Caminondo Sáez;RN;Unión por Chile;21170;29,27%;Diputado;1997
54;Rubén Delgado Martínez;UDI;Unión por Chile;11565;15,99%;;1997
54;Enrique Jaramillo Becker;PPD;Concertación por la Democracia;18743;25,91%;Diputado;1997
54;Iván Navarro Abarzúa;PDC;Concertación por la Democracia;18561;25,66%;;1997
54;Juan Tripailaf Manquelafquen;PCCh;La Izquierda;2295;3,17%;;1997
55;Sergio Ojeda Uribe;PDC;Concertación por la Democracia;24332;34,73%;Diputado;1997
55;Marina Prochelle Aguilar;RN;Unión por Chile;13911;19,85%;Diputada;1997
55;Francisco Geisse Graepp;PPD;Concertación por la Democracia;13795;19,69%;;1997
55;Ramón King Farías;ILB;Unión por Chile;12047;17,19%;;1997
55;Margarita Cecilia Pérez Valdés;PCCh;La Izquierda;3664;5,23%;;1997
55;Roberto Blueh Weglein;PH;Partido Humanista;1253;1,79%;;1997
55;Patricio Miranda Espinoza;PCCh;La Izquierda;1064;1,52%;;1997
56;Víctor Reyes Alvarado;DC;Concertación por la Democracia;18274;28,90%;Diputado;1997
56;Carlos Recondo Lavanderos;UDI;Unión por Chile;16241;25,69%;Diputado;1997
56;Arno Siebert Held;ILB;Unión por Chile;13147;20,79%;;1997
56;Fidel Espinoza Sandoval;PS;Concertación por la Democracia;12330;19,50%;;1997
56;Santiago Augusto Urzua Lizana;PCCh;La Izquierda;1675;2,65%;;1997
56;Antonio Caileo Nauto;PH;Partido Humanista;1559;2,47%;;1997
57;Carlos Kuschel Silva;RN;Alianza por Chile;22284;31,54%;Diputado;1997
57;Sergio Elgueta Barrientos;PDC;Concertación por la Democracia;19404;27,46%;Diputado;1997
57;Gonzalo Pineda Bravo;PPD;Concertación por la Democracia;16262;23,01%;;1997
57;Raúl Correa Brahm;ILB;Unión por Chile;7613;10,77%;;1997
57;Ana Isabel Brevis Velásquez;PCCh;La Izquierda;2597;3,68%;;1997
57;Arturo Castro Vidal;PH;Partido Humanista;1450;2,05%;;1997
57;Gervoy Paredes Rojas;ILD;La Izquierda;1050;1,49%;;1997
58;Claudio Alvarado Andrade;ILB;Unión por Chile;23316;36,35%;Diputado;1997
58;Gabriel Ascencio Mansilla;PDC;Concertación por la Democracia;15359;23,95%;Diputado;1997
58;Gustavo Alessandri Balmaceda;RN;Unión por Chile;11865;18,50%;;1997
58;Julio Álvarez Pinto;PS;Concertación por la Democracia;9125;14,23%;;1997
58;Rolando del Río Moncada;ILD;La Izquierda;2511;3,91%;;1997
58;Luis Sandoval Vivar;PCCh;La Izquierda;1051;1,64%;;1997
58;Iván Barrera Avendaño;ILA;Partido Humanista;911;1,42%;;1997
59;Juan Carlos Cosmelli Bassols;PH;Partido Humanista;323;0,94%;;1997
59;Miguel Flores Vargas;UDI;Unión por Chile;4116;11,95%;;1997
59;Pablo Galilea Carrillo;RN;Unión por Chile;11163;32,40%;Diputado;1997
59;Marco Fierro Arias;PDC;Concertación por la Democracia;8689;25,22%;;1997
59;Leopoldo Sánchez Grunert;PPD;Concertación por la Democracia;9055;26,28%;Diputado;1997
59;Héctor Coloma Herrera;PCCh;La Izquierda;1105;3,21%;;1997
60;Pedro Muñoz Aburto;PS;Concertación por la Democracia;19948;34,15%;Diputado;1997
60;Rodrigo Álvarez Zenteno;ILB;Unión por Chile;13570;23,23%;Diputado;1997
60;Nolberto Díaz Sánchez;PDC;Concertación por la Democracia;13207;22,61%;;1997
60;José Domingo Caldichoury Ríos;RN;Unión por Chile;7636;13,07%;;1997
60;José René Cárdenas Eugenin;PCCh;La Izquierda;2355;4,03%;;1997
60;Erika Donicke Villegas;PH;Partido Humanista;1696;2,90%;;1997
1;Iván Paredes Fierro;IND;Independiente;26886;37,68%;Diputado;2001
1;Salvador Urrutia Cárdenas;PPD;Concertación por la Democracia;13708;19,21%;;2001
1;Rosa González Román;UDI;Alianza por Chile;10835;15,02%;Diputada;2001
1;Manuel Rodríguez Campillay;RN;Alianza por Chile;9720;13,20%;;2001
1;Marcela Palza Cordero;PDC;Concertación por la Democracia;6013;8,43%;;2001
1;Paul González Carrasco;PCCh;Partido Comunista;2007;2,80%;;2001
1;Víctor Hugo Vega;IND;Independiente;1158;1,62%;;2001
1;Nelson Silva Orellana;PH;Partidos Humanista;642;0,89%;;2001
1;Sergio Stancic Machicao;IND;Independiente;386;0,54%;;2001
2;Fulvio Rossi Ciocca;ILE;Concertación por la Democracia;24480;29,18%;Diputado;2001
2;Antonella Sciaraffia Estrada;PDC;Concertación por la Democracia;22652;27,00%;;2001
2;Ramón Pérez Opazo;ILC;Alianza por Chile;17454;20,80%;Diputado;2001
2;Néstor Jofré Núñez;RN;Alianza por Chile;8660;10,32%;;2001
2;Ivan Zdayesko Barbaric Sciaraffia;IND;Independiente;7292;8,69%;;2001
2;Joaquín Ramírez Salgado;PCCh;Partido Comunista;2742;3,27%;;2001
2;Víctor Rubén Velas Rojas;PH;Partido Humanista;313;0,37%;;2001
2;Paola Andrea Alzamora Aguirre;PH;Partido Humanista;301;0,36%;;2001
3;Waldo Mora Longa;PDC;Concertación por la Democracia;14433;22,08%;Diputado;2001
3;Fanny Pollarolo Villa;PS;Concertación por la Democracia;14338;21,94%;;2001
3;Jose Daniel Barraza Cubillos;IND;Independiente;14021;21,45%;;2001
3;Mario Escobar Urbina;UDI;Alianza por Chile;13745;21,03%;Diputado;2001
3;Ignacio Urdangarin Escobar;RN;Alianza por Chile;5899;9,02%;;2001
3;Doris Navarro Figueroa;PCCh;Partido Comunista;2927;4,48%;;2001
4;Manuel Rojas Molina;UDI;Alianza por Chile;37033;35,75%;Diputado;2001
4;Pedro Araya Guerrero;PDC;Concertación por la Democracia;32338;31,22%;Diputado;2001
4;Felipe Valenzuela Herrera;PS;Concertación por la Democracia;29773;28,74%;;2001
4;Antonio Ilic Vladislavic;ILC;Alianza por Chile;4434;4,28%;;2001
5;Antonio Leal Labrín;PPD;Concertación por la Democracia;29382;51,05%;Diputado;2001
5;Carlos Vilches Guzmán;RN;Alianza por Chile;10960;19,04%;Diputado;2001
5;Alberto Calvo Montes;UDI;Alianza por Chile;9058;15,74%;;2001
5;Herman Castro López;PCCh;Partido Comunista;3274;5,69%;;2001
5;Cleofe Molina Álvarez;PDC;Concertación por la Democracia;3155;5,48%;;2001
5;Francisco Martínez Abarca;PCCh;Partido Comunista;1724;3,00%;;2001
6;Jaime Mulet Martínez;PDC;Concertación por la Democracia;17378;42,38%;Diputado;2001
6;Alberto Robles Pantoja;PRSD;Concertación por la Democracia;8947;21,82%;Diputado;2001
6;Manuel Noman Elías;UDI;Alianza por Chile;7053;17,20%;;2001
6;Arnaldo del Campo Arias;RN;Alianza por Chile;5368;13,09%;;2001
6;Wilson Chinga Ferreira;PCCh;Partido Comunista;1525;3,72%;;2001
6;Jaime Noriega Duarte;PH;Partido Humanista;737;1,80%;;2001
7;Christián Huaquimilla Manquel;PCCh;Partido Comunista;4475;5,56%;;2001
7;Eric Toro Díaz;PCCh;Partido Comunista;572;0,71%;;2001
7;Floridor Pinto Cortés;UDI;Alianza por Chile;17231;21,42%;;2001
7;Mario Bertolino Rendic;RN;Alianza por Chile;17884;22,23%;Diputado;2001
7;Víctor Manuel Rebolledo González;PPD;Concertación por la Democracia;22178;27,57%;Diputado;2001
7;Ricardo Cifuentes Lillo;PDC;Concertación por la Democracia;18112;22,51%;;2001
8;Patricio Walker Prieto;PDC;Concertación por la Democracia;43516;45,35%;Diputado;2001
8;Ana Victoria Durruty Corral;UDI;Alianza por Chile;20522;21,39%;;2001
8;Francisco Encina Moriamez;PS;Concertación por la Democracia;19544;20,37%;Diputado;2001
8;Hugo Zepeda Coll;ILC;Alianza por Chile;10385;10,82%;;2001
8;Dagoberto Cortés Carvajal;PH;Partido Humanista;1981;2,06%;;2001
9;Adriana Muñoz D'Albora;PPD;Concertación por la Democracia;23380;39,44%;Diputado;2001
9;Darío Molina Sanhueza;UDI;Alianza por Chile;13673;23,06%;Diputado;2001
9;Jorge Insunza Becker;PCCh;Partido Comunista;9552;16,11%;;2001
9;Juan Eduardo Jorquera Niño De Zepeda;RN;Alianza por Chile;6549;11,05%;;2001
9;Orlando Cerda Silva;IND;Independiente;3555;6,00%;;2001
9;Leonardo Cubillos Ramírez;PRSD;Concertación por la Democracia;788;1,33%;;2001
9;Julián Alcayaga Olivares;PCCh;Partido Comunista;667;1,13%;;2001
9;Hernán Alejandro Gacitúa Cepeda;PH;Partido Humanista;604;1,02%;;2001
9;Marco Alfredo Riffo Valdebenito;PH;Partido Humanista;518;0,87%;;2001
10;Zaida Cancino Sepúlveda;PCCh;Partido Comunista;5553;4,52%;;2001
10;Rodrigo Fuentes González;PCCh;Partido Comunista;2790;2,27%;;2001
10;Alfonso Vargas Lyng;RN;Alianza por Chile;38631;31,42%;Diputado;2001
10;Alfonso Ríos Larraín;UDI;Alianza por Chile;20798;16,91%;;2001
10;María Eugenia Mella Gajardo;PDC;Concertación por la Democracia;28800;23,42%;Diputada;2001
10;Ernesto Velasco Rodríguez;PRSD;Concertación por la Democracia;26394;21,46%;;2001
11;Patricio Cornejo Vidaurrazaga;PDC;Concertación por la Democracia;26798;27,84%;Diputado;2001
11;Marcelo Forni Lobos;UDI;Alianza por Chile;22395;23,27%;Diputado;2001
11;Boris Luksic Nieto;ILC;Alianza por Chile;21056;21,88%;;2001
11;Iván Mesías Lehu;PRSD;Concertación por la Democracia;19028;19,77%;;2001
11;Alejandro Aguilar Gajardo;PCCh;Partido Comunista;4983;5,18%;;2001
11;Marcela Campolo Fernández;PH;Partido Humanista;1994;2,07%;;2001
12;Arturo Longton Guerrero;RN;Alianza por Chile;29874;29,20%;Diputado;2001
12;Juan Bustos Ramírez;PS;Concertación por la Democracia;27217;26,60%;Diputado;2001
12;Miguel Schweitzer Fernández;UDI;Alianza por Chile;23199;22,68%;;2001
12;Luis Bork Vega;DC;Concertación por la Democracia;16884;16,50%;;2001
12;Armando Figueroa Aranda;PCCh;Partido Comunista;3178;3,11%;;2001
12;Leonor Sagredo Torres;PCCh;Partido Comunista;1958;1,91%;;2001
13;Laura Soto González;PPD;Concertación por la Democracia;34527;26,53%;Diputada;2001
13;Carmen Ibáñez Soto;ILC;Alianza por Chile;32113;24,68%;Diputada;2001
13;Francisco Bartolucci Johnston;UDI;Alianza por Chile;30047;23,09%;;2001
13;Iván de la Maza Maillet;PDC;Concertación por la Democracia;14949;11,49%;;2001
13;Alberto Neumann Lagos;PCCh;Partido Comunista;13595;10,45%;;2001
13;Abraham Veras Vergara;IND;Independientes;2826;2,17%;;2001
13;Carlos Padilla Rojas;PH;Partido Humanista;2074;1,59%;;2001
14;Gonzalo Ibáñez Santa María;UDI;Alianza por Chile;59822;41,34%;Diputado;2001
14;Rodrigo González Torres;PPD;Concertación por la Democracia;47593;32,89%;Diputado;2001
14;Bernardo Donoso Riveros;PDC;Concertación por la Democracia;19397;13,41%;;2001
14;Raúl Celis Montt;RN;Alianza por Chile;9129;6,31%;;2001
14;Víctor Andaur Golmes;PCCh;Partido Comunista;8752;6,05%;;2001
15;Samuel Venegas Rubio;PRSD;Concertación por la Democracia;20353;23,49%;Diputado;2001
15;Carlos Hidalgo González;ILC;Alianza;18741;21,66%;Diputado;2001
15;Sergio Velasco de la Cerda;PDC;Concertación por la Democracia;15254;17,61%;;2001
15;Álvaro Pinedo Arellano;UDI;Alianza;13562;15,65%;;2001
15;Pedro Piña Mateluna;PCCh;Partido Comunista;8926;10,30%;;2001
16;Patricio Melero Abaroa;UDI;Alianza por Chile;52806;41,86%;Diputado;2001
16;Zarko Luksic Sandoval;PDC;Concertación por la Democracia;38762;30,73%;Diputado;2001
16;Julia Urquieta Olivares;PCCh;Partido Comunista;17431;13,82%;;2001
16;Patricio Rosende Lynch;ILE;Concertación por la Democracia;11517;9,13%;;2001
16;Oscar Lira Valdés;ILC;Alianza por Chile;3516;2,79%;;2001
16;Víctor Enrique Flores Paillacheo;PCCh;Partido Comunista;2121;1,68%;;2001
17;Pablo Longueira Montes;UDI;Alianza por Chile;61319;40,63%;Diputado;2001
17;María Antonieta Saa Díaz;PPD;Concertación por la Democracia;49986;33,12%;Diputada;2001
17;María Rozas Velásquez;PDC;Concertación por la Democracia;24881;16,49%;;2001
17;Ana María Miranda Urbina;PCCh;Partido Comunista;6243;4,14%;;2001
17;Ramón Elizalde Hevia;RN;Alianza por Chile;3035;2,01%;;2001
17;Luzmenia Toro Sepúlveda;PCCh;Partido Comunista;2969;1,97%;;2001
17;Juan López Baldoma;PH;Partido Humanista;1607;1,06%;;2001
17;Jerome Smith Uldall;PH;Partido Humanista;887;0,59%;;2001
18;Guido Girardi Lavín;PPD;Concertación por la Democracia;98491;58,39%;Diputado;2001
18;Hedy Matthei Fornet;UDI;Alianza por Chile;39717;23,55%;;2001
18;Carlos Olivares Zepeda;DC;Concertación por la Democracia;10930;6,48%;Diputado;2001
18;Felipe Montero Jaramillo;RN;Alianza por Chile;8247;4,89%;;2001
18;Luis Díaz Espinoza;PCCh;Partido Comunista;6159;3,65%;;2001
18;Norma Rojas Gómez;PCCh;Partido Comunista;2730;1,62%;;2001
18;Lissette Carrasco Flores;PH;Partido Humanista;2411;1,43%;;2001
19;Patricio Hales Dib;PPD;Concertación por la Democracia;44193;41,15%;Diputado;2001
19;Cristián Leay Morán;UDI;Alianza por Chile;36994;34,44%;Diputado;2001
19;Mario Hamuy Berr;PDC;Concertación por la Democracia;9505;8,85%;;2001
19;René Manzur Majluf;ILC;Alianza por Chile;7298;6,79%;;2001
19;Daniel Jadue Jadue;PCCh;Partido Comunista;6067;5,65%;;2001
19;Michael Andrés Araos Serey;PH;Partido Humanista;1342;1,25%;;2001
19;Celso Calfullan Campos;PCCh;Partido Comunista;1233;1,15%;;2001
19;Fernando Gabriel Sepúlveda Rosas;PH;Partido Humanista;774;0,72%;;2001
20;Cristián Pareto Vergara;PDC;Concertación por la Democracia;53474;26,47%;Diputado;2001
20;Mario Varela Herrera;UDI;Alianza por Chile;49844;24,68%;Diputado;2001
20;Mireya García Ramírez;PS;Concertación por la Democracia;42019;20,80%;;2001
20;Gustavo Alessandri Valdés;RN;Alianza por Chile;39238;19,43%;;2001
20;Hernán Barahona Muñoz;PCCh;Partido Comunista;8237;4,08%;;2001
20;Tamara Homel Navarro;PCCh;Partido Comunista;4299;2,13%;;2001
20;Christián Tello Fernández;PH;Partido Humanista;3047;1,51%;;2001
20;Álvaro Mardones Rivera;PH;Partido Humanista;1825;0,90%;;2001
21;Marcela Cubillos Sigall;UDI;Alianza por Chile;61584;37,01%;Diputada;2001
21;Jorge Burgos Varela;PDC;Concertación por la Democracia;37787;22,71%;Diputado;2001
21;Igor Garafulic Olivares;PPD;Concertación por la Democracia;28046;16,86%;;2001
21;Cristián Monckeberg Bruner;RN;Alianza por Chile;27879;16,76%;;2001
21;Graciela Álvarez Rojas;PCCh;Partido Comunista;5702;3,43%;;2001
21;Claudio Alfonso Medina Briones;PH;Partido Humanista;3503;2,11%;;2001
21;Jorge Palma Acuña;PCCh;Partido Comunista;1890;1,14%;;2001
22;Carlos Sánchez Soto;PCCh;Partido Comunista;2455;2,26%;;2001
22;Claudia Pascual Grau;PCCh;Partido Comunista;3266;3,01%;;2001
22;Raúl Veloso Ferrari;PH;Partido Humanista;1100;1,01%;;2001
22;Enrique Herrera Noya;PH;Partido Humanista;691;0,64%;;2001
22;Alberto Cardemil Herrera;RN;Alianza por Chile;42772;39,40%;Diputado;2001
22;Juan Pablo Aguerreberry Tesler;UDI;Alianza por Chile;8362;7,70%;;2001
22;Carolina Tohá Morales;ILE;Concertación por la Democracia;32965;30,36%;Diputada;2001
22;Álex Figueroa Muñoz;PDC;Concertación por la Democracia;16960;15,62%;;2001
23;Julio Dittborn Cordua;UDI;Alianza por Chile;80016;44,67%;Diputado;2001
23;Pía Guzmán Mena;RN;Alianza por Chile;46675;26,06%;Diputada;2001
23;Macarena de Los Ángeles Carvallo Silva;PRSD;Concertación por la Democracia;27751;15,49%;;2001
23;Sergio Patricio Wilson Petit;PDC;Concertación por la Democracia;18278;10,20%;;2001
23;Germán Miric Vega;PCCh;Partido Comunista;3511;1,96%;;2001
23;Juan Luis Ortiz Soto;PH;Partido Humanista;2885;1,61%;;2001
24;María Angélica Cristi Marfil;RN;Alianza por Chile;47346;38,52%;Diputada;2001
24;Enrique Accorsi Opazo;PPD;Concertación por la Democracia;41239;33,55%;Diputado;2001
24;Tomás Jocelyn-Holt Letelier;PDC;Concertación por la Democracia;14679;11,94%;;2001
24;José Luis Uriarte Campos;UDI;Alianza por Chile;11255;9,16%;;2001
24;Oscar Aguilera Álvarez;PCCh;Partido Comunista;3605;2,93%;;2001
24;Pablo Alejandro Abrego Soto;PCCh;Partido Comunista;1988;1,62%;;2001
