Distrito,parlamentario/a,coalición,partido político,Votos obtenidos ,% obtenido,año elección
23,Cristián Monckeberg Bruner,Alianza,Renovación Nacional,77952,"34,63%",2013
23,Ernesto Silva Méndez,Alianza,Unión Demócrata Independiente,76522,"34,00%",2013
24,Jaime Pilowsky Greene,Nueva Mayoría,Democracia Cristiana ,27072,"20,71%",2013
24,José Antonio Kast Rist,Alianza,Unión Demócrata Independiente,24471,"18,72%",2013
25,Ramón Farías Ponce,Nueva Mayoría,Partido por la Democracia ,40278,"30,61%",2013
25,Claudio Arriagada Macaya,Nueva Mayoría,Democracia Cristiana ,36410,"27,67%",2013
26,Camila Vallejo Dowling,Nueva Mayoría,Partido Comunista,62751,"43,71%",2013
26,Gustavo Hasbún Selume,Alianza,Unión Demócrata Independiente,34819,"24,26%",2013
27,Tucapel Jiménez Fuentes,Nueva Mayoría,Partido por la Democracia ,45523,"33,51%",2013
27,Daniel Melo Contreras,Nueva Mayoría,Partido Socialista,34201,"25,18%",2013
28,Guillermo Teillier del Valle,Nueva Mayoría,Partido Comunista,53374,"41,03%",2013
28,Pedro Browne Urrejola,Alianza,Renovación Nacional,21978,"16,90%",2013
29,Osvaldo Andrade Lara,Nueva Mayoría,Partido Socialista,61191,"31,01%",2013
29,Leopoldo Pérez Lahsen,Alianza,Renovación Nacional,46500,"23,57%",2013
30,Leonardo Soto Ferrada,Nueva Mayoría,Partido Socialista,36618,"25,11%",2013
30,Jaime Bellolio Avaria,Alianza,Unión Demócrata Independiente,32223,"22,10%",2013
31,Denise Pascal Allende,Nueva Mayoría,Partido Socialista,66747,"42,97%",2013
31,Juan Antonio Coloma Álamos,Alianza,Unión Demócrata Independiente,31393,"20,21%",2013
32,Juan Luis Castro González,Nueva Mayoría,Partido Socialista,35158,"41,13%",2013
32,Issa Kort Garriga,Alianza,Unión Demócrata Independiente,18812,"22,01%",2013
33,Ricardo Rincón González,Nueva Mayoría,Democracia Cristiana ,48114,"45,17%",2013
33,Felipe Letelier Norambuena,Nueva Mayoría,Partido por la Democracia ,14809,"13,90%",2013
34,Alejandra Sepúlveda Orbenes,Independiente ,Independiente,35012,"42,16%",2013
34,Javier Macaya Danús,Alianza,Unión Demócrata Independiente,21979,"26,47%",2013
35,Ramón Barros Montero,Alianza,Unión Demócrata Independiente,20723,"32,17%",2013
35,Sergio Espejo Yaksic,Nueva Mayoría,Democracia Cristiana ,16869,"26,19%",2013
36,Roberto León Ramírez,Nueva Mayoría,Democracia Cristiana ,48374,"42,90%",2013
36,Celso Morales Espinosa,Alianza,Unión Demócrata Independiente,30117,"26,71%",2013
37,Sergio Aguiló Melo,Nueva Mayoría,Izquierda Cristiana,22611,"26,78%",2013
37,Germán Verdugo Soto,Alianza,Renovación Nacional,22037,"26,10%",2013
38,Pablo Lorenzini Basso,Nueva Mayoría,Democracia Cristiana ,28849,"40,57%",2013
38,Pedro Álvarez-Salamanca Ramírez,Alianza,Unión Demócrata Independiente,17716,"24,91%",2013
39,Jorge Tarud Daccarett,Nueva Mayoría,Partido por la Democracia ,29601,"38,53%",2013
39,Romilio Gutiérrez Pino,Alianza,Unión Demócrata Independiente,23526,"30,62%",2013
40,Guillermo Ceroni Fuentes,Nueva Mayoría,Partido por la Democracia ,19509,"29,44%",2013
40,Ignacio Urrutia Bonilla,Alianza,Unión Demócrata Independiente,14773,"22,29%",2013
41,Carlos Abel Jarpa Wevar,Nueva Mayoría,Partido Radical,37882,"32,85%",2013
41,Rosauro Martínez Labbé,Alianza,Renovación Nacional,36014,"31,23%",2013
42,Jorge Sabag Villalobos,Nueva Mayoría,Democracia Cristiana ,45044,"45,87%",2013
42,Loreto Carvajal Ambiado,Nueva Mayoría,Partido por la Democracia ,18744,"19,09%",2013
43,Cristián Campos Jara,Nueva Mayoría,Partido por la Democracia ,29771,"30,92%",2013
43,Jorge Ulloa Aguillón,Alianza,Unión Demócrata Independiente,25651,"26,64%",2013
44,José Miguel Ortiz Novoa,Nueva Mayoría,Democracia Cristiana ,59861,"36,98%",2013
44,Enrique van Rysselberghe Herrera,Alianza,Unión Demócrata Independiente,40721,"25,16%",2013
45,Clemira Pacheco Rivas,Nueva Mayoría,Partido Socialista,42711,"41,59%",2013
45,Marcelo Chávez Velásquez,Nueva Mayoría,Democracia Cristiana ,17131,"16,68%",2013
46,Manuel Monsalve Benavides,Alianza,Partido Socialista,33688,"38,24%",2013
46,Iván Norambuena Farías,Alianza,Unión Demócrata Independiente,30806,"34,97%",2013
47,José Pérez Arriagada,Nueva Mayoría,Partido Radical,53539,"43,41%",2013
47,Roberto Poblete Zapata,Nueva Mayoría,Partido Socialista,15826,"12,83%",2013
48,Mario Venegas Cárdenas,Nueva Mayoría,Democracia Cristiana ,22641,"36,43%",2013
48,Jorge Rathgeb Schifferli,Alianza,Renovación Nacional,16449,"26,47%",2013
49,Fuad Chahín Valenzuela,Nueva Mayoría,Democracia Cristiana ,26584,"43,65%",2013
49,Diego Paulsen Kehr,Alianza,Renovación Nacional,16017,"26,30%",2013
50,René Saffirio Espinoza,Nueva Mayoría,Democracia Cristiana ,44111,"36,83%",2013
50,Germán Becker Alvear,Alianza,Renovación Nacional,40011,"33,41%",2013
51,Joaquín Tuma Zedan,Nueva Mayoría,Partido por la Democracia ,22191,"36,61%",2013
51,José Manuel Edwards Silva,Alianza,Renovación Nacional,19445,"32,08%",2013
52,Fernando Meza Moncada,Nueva Mayoría,Partido Radical,19375,"31,98%",2013
52,René Manuel García García,Alianza,Renovación Nacional,14372,"23,73%",2013
53,Iván Flores García,Nueva Mayoría,Democracia Cristiana ,29366,"36,24%",2013
53,Bernardo Berger Fett,Alianza,Renovación Nacional,20836,"25,71%",2013
54,Enrique Jaramillo Becker,Nueva Mayoría,Partido por la Democracia ,34438,"49,88%",2013
54,Gonzalo Fuenzalida Figueroa,Alianza,Renovación Nacional,13650,"19,71%",2013
55,Sergio Ojeda Uribe,Nueva Mayoría,Democracia Cristiana ,24071,"34,20%",2013
55,Javier Hernández Hernández,Alianza,Unión Demócrata Independiente,19280,"27,40%",2013
56,Fidel Espinoza Sandoval,Nueva Mayoría,Partido Socialista,38554,"55,16%",2013
56,Felipe de Mussy Hiriart,Alianza,Unión Demócrata Independiente,15961,"22,84%",2013
57,Patricio Vallespin López,Nueva Mayoría,Democracia Cristiana ,37964,"45,32%",2013
57,Marisol Turres Figueroa,Alianza,Unión Demócrata Independiente,19292,"23,03%",2013
58,Jenny Álvarez Vera,Nueva Mayoría,Partido Socialista,23895,"38,09%",2013
58,Alejandro Santana Tirachini,Alianza,Renovación Nacional,20526,"32,72%",2013
59,Iván Fuentes Castillo,Nueva Mayoría,Democracia Cristiana ,9128,"25,36%",2013
59,David Sandoval Plaza,Alianza,Unión Demócrata Independiente,8595,"23,88%",2013
60,Gabriel Boric Font,Independiente ,Independiente,15417,"26,18%",2013
60,Juan Morano Cornejo,Nueva Mayoría,Democracia Cristiana ,10760,"18,27%",2013
1,Vlado Mirosevic Verdugo,Frente Amplio ,Partido Liberal,24273,"34,10%",2017
1,Nino Baltolu Rasera,Chile Vamos,Unión Demócrata Independiente,9272,"13,03%",2017
1,Luis Rocafull López,Nueva Mayoría,Partido Socialista,6430,"9,03%",2017
2,Renzo Trisotti Martínez,Chile Vamos,Unión Demócrata Independiente,20084,"22,21%",2017
2,Ramón Galleguillos Castillo,Chile Vamos,Renovación Nacional,17279,"19,02%",2017
2,Hugo Gutiérrez Gálvez,Nueva Mayoría,Partido Comunista,14332,"15,87%",2017
3,Paulina Núñez Urrutia,Chile Vamos,Renovación Nacional,37768,"23,27%",2017
3,José Miguel Castro Bascuñán,Chile Vamos,Renovación Nacional,5183,"3,19%",2017
3,Marcela Hernando Pérez,Nueva Mayoría,Partido Radical,14817,"9,13%",2017
3,Esteban Velásquez Núñez,Coalición Regionalista Verde ,Frente Regional Verde Social,10067,"6,20%",2017
3,Catalina Pérez Salinas,Frente Amplio ,Revolución Democrática,6106,"3,76%",2017
4,Daniella Cicardini Milla,Nueva Mayoría,Partido Socialista,16488,"17,55%",2017
4,Juan Santana Castillo,Nueva Mayoría,Partido Socialista,6245,"6,66%",2017
4,Sofía Cid Versalovic,Chile Vamos,Renovación Nacional,13325,"14,20%",2017
4,Nicolás Noman Garrido,Chile Vamos,Unión Demócrata Independiente,5974,"6,37%",2017
4,Jaime Mulet Martínez,Coalición Regionalista Verde ,Frente Regional Verde Social,9393,"10,06%",2017
5,Sergio Gahona Salazar,Chile Vamos,Unión Demócrata Independiente,27332,"11,77%",2017
5,Juán Manuel Fuenzalida Cobo,Chile Vamos,Unión Demócrata Independiente,4331,"1,87%",2017
5,Francisco Eguiguren Correa,Chile Vamos,Renovación Nacional,11132,"4,80%",2017
5,Pedro Velásquez Seguel,Coalición Regionalista Verde ,Frente Regionalista Verde Social,22587,"9,68%",2017
5,Daniel Núñez Arancibia,Nueva Mayoría,Partido Comunista,15300,"6,61%",2017
5,Raúl Saldívar Auger,Nueva Mayoría,Partido Socialista,11077,"4,78%",2017
5,Matías Walker Prieto,Nueva Mayoría,Democracia Cristiana ,15468,"6,66%",2017
6,Andrés Longton Herrera,Chile Vamos,Renovación Nacional,38874,"12,21%",2017
6,Luis Pardo Sáinz,Chile Vamos,Renovación Nacional,15725,"4,96%",2017
6,Camila Flores Oporto,Chile Vamos,Renovación Nacional,15283,"4,81%",2017
6,Pablo Kast Sommerhoff,Chile Vamos,Evopoli,28465,"8,94%",2017
6,Marcelo Schilling Rodríguez,Nueva Mayoría,Partido Socialista,20072,"6,31%",2017
6,Carolina Marzán Pinto,Nueva Mayoría,Partido por la Democracia ,14422,"4,53%",2017
6,Daniel Verdessi Belemmi,Nueva Mayoría,Democracia Cristiana ,11571,"3,65%",2017
6,Diego Ibáñez Cotroneo,Frente Amplio ,Partido Humanista,9185,"2,89%",2017
7,María José Hoffmann Opazo,Chile Vamos,Unión Demócrata Independiente,34690,"10,78%",2017
7,Osvaldo Urrutia Soto,Chile Vamos,Unión Demócrata Independiente,18198,"5,67%",2017
7,Andrés Celis Montt,Chile Vamos,Renovación Nacional,21285,"6,62%",2017
7,Camila Rojas Valderrama,Frente Amplio ,Partido Igualdad,14885,"4,61%",2017
7,Jorge Brito Hasbún,Frente Amplio ,Revolución Democrática,13289,"4,13%",2017
7,Rodrigo González Torres,Nueva Mayoría,Partido por la Democracia ,16849,"5,21%",2017
7,Marcelo Díaz Díaz,Nueva Mayoría,Partido Socialista,15265,"4,72%",2017
7,Víctor Torres Jeldes,Nueva Mayoría,Democracia Cristiana ,14942,"4,62%",2017
8,Joaquín Lavín León,Chile Vamos,Unión Demócrata Independiente,75973,"17,84%",2017
8,Patricio Melero Abaroa,Chile Vamos,Unión Demócrata Independiente,23042,"5,42%",2017
8,Mario Desbordes Jiménez,Chile Vamos,Renovación Nacional,17799,"4,20%",2017
8,Claudia Mix Jiménez,Frente Amplio ,Poder Ciudadano,20958,"4,94%",2017
8,Pablo Vidal Rojas,Frente Amplio ,Revolución Democrática,12135,"2,89%",2017
8,Pepe Auth Stewart,Nueva Mayoría,Partido Radical,26839,"6,32%",2017
8,Carmen Hertz Cádiz,Nueva Mayoría,Partido Comunista,16035,"3,78%",2017
8,Gabriel Silber Romo,Nueva Mayoría,Democracia Cristiana ,29205,"6,89%",2017
9,Érika Olivera De la Fuente,Chile Vamos,Renovación Nacional,30817,"9,13%",2017
9,Jorge Durán Espinoza,Chile Vamos,Renovación Nacional,19421,"5,78%",2017
9,Sebastián Keitel Bianchi,Chile Vamos,Evopoli,30243,"8,96%",2017
9,Karol Cariola Oliva,Nueva Mayoría,Partido Comunista,50446,"14,95%",2017
9,Boris Barrera Moreno,Nueva Mayoría,Partido Comunista,4352,"1,29%",2017
9,Cristina Girardi Lavín,Nueva Mayoría,Partido por la Democracia ,16211,"4,80%",2017
9,Maite Orsini Pascal,Frente Amplio ,Revolución Democrática,21814,"6,48%",2017
10,Marcela Sabat Fernández,Chile Vamos,Renovación Nacional,54630,"12,50%",2017
10,Sebastián Torrealba Alvarado,Chile Vamos,Renovación Nacional,10196,"2,34%",2017
10,Jorge Alessandri Vergara,Chile Vamos,Unión Demócrata Independiente,30833,"7,06%",2017
10,Luciano Cruz-Coke Carvallo,Chile Vamos,Evopoli,38143,"8,73%",2017
10,Giorgio Jackson Drago,Frente Amplio ,Revolución Democrática,103523,"23,68%",2017
10,Natalia Castillo Muñoz,Frente Amplio ,Revolución Democrática,4453,"1,02%",2017
10,Gonzalo Winter Etcheberry,Frente Amplio ,Revolución Democrática,5237,"1,20%",2017
10,Maya Fernández Allende,Nueva Mayoría,Partido Socialista,28437,"6,50%",2017
11,Gonzalo Fuenzalida Figueroa,Chile Vamos,Renovación Nacional,60132,"15,96%",2017
11,Catalina del Real Mihovilovic,Chile Vamos,Renovación Nacional,43499,"11,55%",2017
11,Karin Luck Urban,Chile Vamos,Renovación Nacional,6879,"1,83%",2017
11,Francisco Undurraga Gazitúa,Chile Vamos,Evopoli,58666,"15,56%",2017
11,Guillermo Ramírez Diez,Chile Vamos,Unión Demócrata Independiente,30731,"8,16%",2017
11,Tomás Hirsch Goldschmidt,Frente Amplio ,Partido Humanista,23627,"6,27%",2017
12,Ximena Ossandón Irarrázabal,Chile Vamos,Renovación Nacional,52484,"14,99%",2017
12,Leopoldo Pérez Lahsen,Chile Vamos,Renovación Nacional,29984,"8,58%",2017
12,Álvaro Carter Fernández,Chile Vamos,Unión Demócrata Independiente,27491,"7,84%",2017
12,Pamela Jiles Moreno,Frente Amplio ,Partido Humanista,45222,"12,91%",2017
12,Miguel Crispi Serrano,Frente Amplio ,Revolución Democrática,25569,"7,34%",2017
12,Camila Vallejo Dowling,Nueva Mayoría,Partido Comunista,47807,"13,70%",2017
12,Amaro Labra Sepúlveda,Nueva Mayoría,Partido Comunista,6316,"1,83%",2017
13,Guillermo Teillier del Valle,Nueva Mayoría,Partido Comunista,28798,"11,75%",2017
13,Tucapel Jiménez Fuentes,Nueva Mayoría,Partido por la Democracia ,22551,"9,21%",2017
13,Eduardo Durán Salinas,Chile Vamos,Renovación Nacional,19744,"8,04%",2017
13,Cristhian Moreira Barros,Chile Vamos,Unión Demócrata Independiente,18125,"7,40%",2017
13,Gael Yeomans Araya,Frente Amplio ,Revolución Democrática,13721,"5,59%",2017
14,Juan Antonio Coloma Álamos,Chile Vamos,Unión Demócrata Independiente,35779,"11,78%",2017
14,Jaime Bellolio Avaria,Chile Vamos,Unión Demócrata Independiente,32044,"10,52%",2017
14,Raúl Leiva Carvajal,Nueva Mayoría,Partido Socialista,44744,"14,77%",2017
14,Leonardo Soto Ferrada,Nueva Mayoría,Partido Socialista,22170,"7,30%",2017
14,Marisela Santibáñez Novoa,Por todo Chile,Partido Progresista,35984,"11,87%",2017
14,Renato Garín González,Frente Amplio ,Revolución Democrática,11573,"3,82%",2017
15,Javier Macaya Danús,Chile Vamos,Unión Demócrata Independiente,25219,"13,98%",2017
15,Issa Kort Garriga,Chile Vamos,Unión Demócrata Independiente,16773,"9,29%",2017
15,Diego Schalper Sepúlveda,Chile Vamos,Renovación Nacional,19285,"10,71%",2017
15,Juan Luis Castro González,Nueva Mayoría,Partido Socialista,17845,"9,86%",2017
15,Raúl Soto Mardones,Nueva Mayoría,Democracia Cristiana ,9026,"5,01%",2017
16,Ramón Barros Montero,Chile Vamos,Unión Demócrata Independiente,21866,"15,91%",2017
16,Virginia Troncoso Hellman,Chile Vamos,Unión Demócrata Independiente,7987,"5,80%",2017
16,Alejandra Sepúlveda Orbenes,Coalición Regionalista Verde ,Frente Regional Verde Social,31737,"23,05%",2017
16,Cosme Mellado Pino,Nueva Mayoría,Partido Radical,8864,"6,45%",2017
17,Celso Morales Espinosa,Chile Vamos,Unión Demócrata Independiente,22089,"9,03%",2017
17,Pedro Álvarez-Salamanca Ramírez,Chile Vamos,Unión Demócrata Independiente,20541,"8,40%",2017
17,Hugo Rey Martínez,Chile Vamos,Renovación Nacional,20517,"8,37%",2017
17,Pablo Prieto Lorca,Chile Vamos,Renovación Nacional,14338,"5,87%",2017
17,Alexis Sepúlveda Soto,Nueva Mayoría,Partido Radical,18390,"7,52%",2017
17,Pablo Lorenzini Basso,Nueva Mayoría,Democracia Cristiana ,19884,"8,14%",2017
17,Florcita Alarcón Rojas,Frente Amplio ,Partido Humanista,6482,"2,68%",2017
18,Ignacio Urrutia Bonilla,Chile Vamos,Unión Demócrata Independiente,17739,"14,76%",2017
18,Rolando Rentería Moller,Chile Vamos,Unión Demócrata Independiente,16715,"13,78%",2017
18,Manuel Matta Aragay,Nueva Mayoría,Democracia Cristiana ,12825,"10,63%",2017
18,Jaime Naranjo Ortiz,Nueva Mayoría,Partido Socialista,13390,"11,08%",2017
19,Frank Sauberbaum Muñoz,Chile Vamos,Renovación Nacional,18107,"9,35%",2017
19,Gustavo Sanhueza Dueñas,Chile Vamos,Unión Demócrata Independiente,15680,"8,08%",2017
19,Carlos Abel Jarpa Wevar,Nueva Mayoría,Partido Radical,15377,"7,93%",2017
19,Loreto Carvajal Ambiado,Nueva Mayoría,Partido por la Democracia ,12734,"6,57%",2017
19,Jorge Sabag Villalobos,Nueva Mayoría,Democracia Cristiana ,28995,"14,95%",2017
20,Enrique van Rysselberghe Herrera,Chile Vamos,Unión Demócrata Independiente,28757,"8,54%",2017
20,Sergio Bobadilla Muñoz,Chile Vamos,Unión Demócrata Independiente,18432,"5,47%",2017
20,Francesca Muñoz González,Chile Vamos,Renovación Nacional,23165,"6,86%",2017
20,Leonidas Romero Sáez,Chile Vamos,Renovación Nacional,11414,"3,38%",2017
20,Gastón Saavedra Chandía,Nueva Mayoría,Partido Socialista,30557,"9,05%",2017
20,Jaime Tohá González,Nueva Mayoría,Partido Socialista,8145,"2,41%",2017
20,José Miguel Ortiz Novoa,Nueva Mayoría,Democracia Cristiana ,29496,"8,74%",2017
20,Félix González Gatica,Frente Amplio ,Partido Ecologista Verde,18397,"5,45%",2017
21,Iván Norambuena Farías,Chile Vamos,Unión Demócrata Independiente,33261,"17,42%",2017
21,Cristóbal Urruticoechea Ríos,Chile Vamos,Renovación Nacional,22190,"11,63%",2017
21,José Pérez Arriagada,Nueva Mayoría,Partido Radical,27066,"14,21%",2017
21,Manuel Monsalve Benavides,Nueva Mayoría,Partido Socialista,19632,"10,30%",2017
21,Joanna Pérez Olea,Nueva Mayoría,Democracia Cristiana ,12035,"6,26%",2017
22,Diego Paulsen Kehr,Chile Vamos,Renovación Nacional,24405,"22,49%",2017
22,Jorge Rathgeb Schifferli,Chile Vamos,Renovación Nacional,21594,"19,87%",2017
22,Andrea Parra Sauterel,Nueva Mayoría,Partido por la Democracia ,10312,"9,54%",2017
22,Mario Venegas Cárdenas,Nueva Mayoría,Democracia Cristiana ,14991,"13,86%",2017
23,René Manuel García García,Chile Vamos,Renovación Nacional,23118,"10,28%",2017
23,Miguel Mellado Suazo,Chile Vamos,Renovación Nacional,13708,"6,10%",2017
23,Andrés Molina Magofke,Chile Vamos,Evopoli,23927,"10,64%",2017
23,Sebastián Álvarez Ramírez,Chile Vamos,Evopoli,5319,"2,37%",2017
23,Ricardo Celis Araya,Nueva Mayoría,Partido por la Democracia ,16335,"7,27%",2017
23,Fernando Meza Moncada,Nueva Mayoría,Partido Radical,13696,"6,05%",2017
23,René Saffirio Espinoza,Independiente,Independiente,38578,"17,15%",2017
24,Bernardo Berger Fett,Chile Vamos,Renovación Nacional,24070,"17,29%",2017
24,Gastón Von Mühlenbrock Zamora,Chile Vamos,Unión Demócrata Independiente,12542,"9,00%",2017
24,Marcos Ilabaca Cerda,Nueva Mayoría,Partido Socialista,15739,"11,29%",2017
24,Patricio Rosas Barrientos,Nueva Mayoría,Partido Socialista,13379,"9,54%",2017
24,Iván Flores García,Nueva Mayoría,Democracia Cristiana ,13242,"9,50%",2017
25,Harry Jürgensen Rundshagen,Chile Vamos,Renovación Nacional,20531,"15,76%",2017
25,Javier Hernández Hernández,Chile Vamos,Unión Demócrata Independiente,16367,"12,58%",2017
25,Fidel Espinoza Sandoval,Nueva Mayoría,Partido Socialista,27999,"21,54%",2017
25,Emilia Nuyado Ancapichún,Nueva Mayoría,Partido Socialista,8149,"6,27%",2017
26,Alejandro Santana Tirachini,Chile Vamos,Renovación Nacional,23558,"17,10%",2017
26,Carlos Kuschel Silva,Chile Vamos,Renovación Nacional,11250,"8,17%",2017
26,Jenny Álvarez Vera,Nueva Mayoría,Partido Socialista,10162,"7,38%",2017
26,Alejandro Bernales Maldonado,Frente Amplio ,Partido Liberal,6200,"4,50%",2017
26,Gabriel Ascencio Mansilla,Nueva Mayoría,Democracia Cristiana ,9326,"6,78%",2017
27,René Alinco Bustos,Nueva Mayoría,Partido por la Democracia ,3121,"8,85%",2017
27,Miguel Ángel Calisto Águila,Nueva Mayoría,Democracia Cristiana ,8822,"24,96%",2017
27,Aracely Leuquén Uribe,Chile Vamos,Renovación Nacional,3925,"11,16%",2017
28,Gabriel Boric Font,Frente Amplio ,Partido Humanista,18626,"32,82%",2017
28,Karim Bianchi Retamales,Nueva Mayoría,Partido Radical,4190,"7,38%",2017
28,Sandra Amar Mancilla,Chile Vamos,Unión Demócrata Independiente,6871,"12,08%",2017
1,Vlado Mirosevic Verdugo,Nuevo Pacto Social,Partido Liberal,16819,"20,91%",2021
1,Luis Malla Valenzuela,Nuevo Pacto Social,Partido Liberal,2699,"3,36%",2021
1,Enrique Lee Flores,Chile Podemos +,Partido Regionalista Independiente Demócrata,7321,"9,10%",2021
2,Renzo Trisotti Martínez,Chile Podemos +,Unión Demócrata Independiente,11079,"11,07%",2021
2,Matías Ramírez Pascal,Apruebo Dignidad ,Partido Comunista,9861,"9,86%",2021
2,Danisa Astudillo Peiretti,Nuevo Pacto Social,Partido Socialista,7565,"7,56%",2021
3,Catalina Pérez Salinas,Apruebo Dignidad ,Revolución Democrática,13197,"7,24%",2021
3,Sebastián Videla Castillo,Nuevo Pacto Social,Partido Liberal,12238,"6,72%",2021
3,Jaime Araya Guerrero,Nuevo Pacto Social,Partido por la Democracia ,11603,"6,37%",2021
3,Yovana Ahumada Palma,Partido de la Gente ,Partido de la Gente ,11851,"6,51%",2021
3,José Miguel Castro Bascuñán,Chile Podemos +,Renovación Nacional,8654,"4,75%",2021
4,Daniella Cicardini Milla,Nuevo Pacto Social,Partido Socialista,16149,"16,35%",2021
4,Juan Santana Castillo,Nuevo Pacto Social,Partido Socialista,13445,"13,61%",2021
4,Cristian Tapia Ramos,Nuevo Pacto Social,Partido por la Democracia ,6291,"6,37%",2021
4,Jaime Mulet Martínez,Apruebo Dignidad ,Federación Regionalista Verde Social,8069,"8,17%",2021
4,Sofía Cid Versalovic,Chile Podemos +,Renovación Nacional,5041,"6,68%",2021
5,Marco Sulantay Olivares,Chile Podemos +,Unión Demócrata Independiente,18293,"11,77%",2021
5,Juán Manuel Fuenzalida Cobo,Chile Podemos +,Unión Demócrata Independiente,9312,"3,93%",2021
5,Nathalie Castillo Rojas,Apruebo Dignidad ,Partido Comunista,12297,"5,19%",2021
5,Carolina Tello Rojas,Apruebo Dignidad ,Partido Comunista,12228,"5,16%",2021
5,Daniel Manouchehri Lobos,Nuevo Pacto Social,Partido Socialista,12268,"5,18%",2021
5,Ricardo Cifuentes Lillo,Nuevo Pacto Social,Democracia Cristiana ,11433,"4,83%",2021
5,Víctor Pino Fuentes,Partido de la Gente ,Partido de la Gente ,9260,"3,91%",2021
6,Diego Ibáñez Cotroneo,Apruebo Dignidad ,Convergencia Social,34419,"9,69%",2021
6,María Francisca Bello Campos,Apruebo Dignidad ,Convergencia Social,8757,"2,47%",2021
6,Carolina Marzán Pinto,Nuevo Pacto Social,Partido por la Democracia ,33429,"9,41%",2021
6,Nelson Venegas Salazar,Nuevo Pacto Social,Partido Socialista,25325,"7,13%",2021
6,Andrés Longton Herrera,Chile Podemos +,Renovación Nacional,29163,"7,13%",2021
6,Camila Flores Oporto,Chile Podemos +,Renovación Nacional,16461,"4,61%",2021
6,Chiara Barchiesi Chávez,Frente Social Cristiano,Partido Republicano,24520,"6,91%",2021
6,Gaspar Rivas Sánchez,Partido de la Gente ,Partido de la Gente ,14846,"4,18%",2021
7,Tomás Lagomarsino Guzmán,Nuevo Pacto Social,Partido Radical,26349,"7,38%",2021
7,Tomás De Rementería Venegas,Nuevo Pacto Social,Partido Socialista,5820,"1,63%",2021
7,Jorge Brito Hasbún,Apruebo Dignidad ,Revolución Democrática,23548,"6,60%",2021
7,Camila Rojas Valderrama,Apruebo Dignidad ,Comunes,17761,"4,61%",2021
7,Luis Cuello Peña y Lillo,Apruebo Dignidad ,Partido Comunista,13305,"3,73%",2021
7,Andrés Celis Montt,Chile Podemos +,Renovación Nacional,19101,"5,32%",2021
7,Hotuiti Teao Drago,Chile Podemos +,Evopoli,16061,"4,50%",2021
7,Luis Sánchez Ossa,Frente Social Cristiano,Partido Republicano,16347,"4,58%",2021
8,Carmen Hertz Cádiz,Apruebo Dignidad ,Partido Comunista,48806,"10,38%",2021
8,Claudia Mix Jiménez,Apruebo Dignidad ,Comunes,24261,"5,16%",2021
8,Joaquín Lavín León,Chile Podemos +,Unión Demócrata Independiente,33111,"7,04%",2021
8,Cristián Labbé Martínez,Chile Podemos +,Unión Demócrata Independiente,11795,"2,51%",2021
8,Agustín Romero Leiva,Frente Social Cristiano,Partido Republicano,17112,"3,46%",2021
8,Viviana Delgado Riquelme,Partido Ecologista Verde,Partido Ecologista Verde,20036,"4,26%",2021
8,Alberto Undurraga Vicuña,Nuevo Pacto Social,Democracia Cristiana ,17086,"3,63%",2021
8,Rubén Oyarzo Figueroa,Partido de la Gente ,Partido de la Gente ,6943,"1,48%",2021
9,Karol Cariola Oliva,Apruebo Dignidad ,Partido Comunista,78719,"23,60%",2021
9,Boris Barrera Moreno,Apruebo Dignidad ,Partido Comunista,7763,"2,33%",2021
9,Maite Orsini Pascal,Apruebo Dignidad ,Revolución Democrática,19040,"5,71%",2021
9,Andrés Giordano Salazar,Apruebo Dignidad ,Revolución Democrática,2842,"0,85%",2021
9,Jorge Durán Espinoza,Chile Podemos +,Renovación Nacional,21794,"6,53%",2021
9,Érika Olivera De la Fuente,Chile Podemos +,Renovación Nacional,13803,"4,14%",2021
9,José Carlos Meza Pereira,Frente Social Cristiano,Partido Republicano,14737,"4,42%",2021
10,Gonzalo Winter Etcheberry,Apruebo Dignidad ,Convergencia Social,66590,"14,58%",2021
10,Lorena Fries Monleón,Apruebo Dignidad ,Convergencia Social,11545,"2,53%",2021
10,Emilia Schneider Videla,Apruebo Dignidad ,Comunes,26130,"5,72%",2021
10,Alejandra Placencia Cabello,Apruebo Dignidad ,Partido Comunista,17970,"3,93%",2021
10,Jorge Alessandri Vergara,Chile Podemos +,Unión Demócrata Independiente,49419,"10,82%",2021
10,María Luisa Cordero Velásquez,Chile Podemos +,Renovación Nacional,20498,"4,49%",2021
10,Johannes Kaiser Barents-Von Hohenhagen,Frente Social Cristiano,Partido Republicano,26610,"5,82%",2021
10,Helia Molina Milman,Nuevo Pacto Social,Partido por la Democracia ,18907,"4,14%",2021
11,Gonzalo de la Carrera Correa,Frente Social Cristiano,Partido Republicano,46032,"11,15%",2021
11,Cristián Araya Lerdo de Tejada,Frente Social Cristiano,Partido Republicano,16734,"4,05%",2021
11,Francisco Undurraga Gazitúa,Chile Podemos +,Evopoli ,43372,"10,50%",2021
11,Guillermo Ramírez Diez,Chile Podemos +,Unión Demócrata Independiente,40321,"9,76%",2021
11,Catalina del Real Mihovilovic,Chile Podemos +,Renovación Nacional,28300,"6,85%",2021
11,Tomás Hirsch Goldschmidt,Apruebo Dignidad ,Comunes,28501,"6,90%",2021
12,Pamela Jiles Moreno,Dignidad Ahora,Partido Humanista,77136,"19,66%",2021
